,category_code,status,founded_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,lat,lng
3811,network_hosting,1,2007,USA,5.0,125371133.0,1.0,1.0,42.25287720000001,-71.0022705
3813,web,1,2009,AUS,5.0,125371133.0,1.0,1.0,-28.0,153.416667
3816,web,1,2008,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
3819,other,1,2008,IND,5.0,125371133.0,1.0,1.0,12.9715987,77.5945627
3822,network_hosting,1,2005,USA,5.0,125371133.0,1.0,2.0,34.0522342,-118.24368490000002
3824,web,1,2004,other,5.0,125371133.0,1.0,2.0,32.6669328,-16.924055399999997
3829,other,1,1997,USA,5.0,125371133.0,1.0,3.0,39.165325,-86.5263857
3831,ecommerce,1,1998,USA,5.0,125371133.0,1.0,1.0,40.101285600000004,-75.38355250000001
3833,web,1,2011,other,5.0,125371133.0,1.0,2.0,31.230390399999997,121.4737021
3834,software,1,1987,USA,5.0,125371133.0,1.0,17.0,42.722257,-84.42747440000001
3835,software,1,2001,USA,5.0,125371133.0,1.0,5.0,37.6658459,-97.3524874
3836,other,2,2000,USA,6.0,37490000.0,3.0,9.0,37.562991700000005,-122.32552539999999
3848,education,1,2004,other,5.0,125371133.0,1.0,1.0,33.598394,73.04413520000001
3850,other,1,1996,USA,5.0,125371133.0,1.0,3.0,29.7604267,-95.36980279999999
3852,other,1,1958,USA,5.0,125371133.0,2.0,27.0,40.7127753,-74.0059728
3858,other,1,2008,USA,5.0,125371133.0,2.0,5.0,47.6768927,-122.20598329999999
3881,games_video,1,1999,USA,5.0,125371133.0,1.0,2.0,41.8781136,-87.62979820000001
3882,web,1,2007,USA,5.0,125371133.0,1.0,1.0,43.0389025,-87.9064736
3885,games_video,1,2011,CAN,5.0,125371133.0,1.0,2.0,45.5016889,-73.567256
3889,web,1,2005,USA,5.0,125371133.0,1.0,1.0,38.840390899999996,-77.4288769
3891,enterprise,1,1967,FRA,5.0,125371133.0,1.0,7.0,48.856614,2.3522218999999995
3896,software,1,2004,other,5.0,125371133.0,2.0,1.0,53.904539799999995,27.5615244
3899,consulting,1,1995,USA,5.0,125371133.0,1.0,3.0,34.1157564,-118.18540420000001
3907,public_relations,1,2005,USA,5.0,125371133.0,4.0,12.0,37.354107899999995,-121.9552356
3910,software,1,2004,USA,5.0,125371133.0,2.0,8.0,43.0849359,-79.0707727
3911,games_video,1,1997,CAN,5.0,125371133.0,2.0,4.0,43.653226000000004,-79.3831843
3916,software,1,2009,USA,5.0,125371133.0,1.0,6.0,43.07305170000001,-89.4012302
3919,software,1,2007,CAN,5.0,125371133.0,1.0,3.0,49.3199816,-123.0724139
3924,advertising,1,2006,CAN,5.0,125371133.0,1.0,4.0,43.8561002,-79.3370188
3927,public_relations,1,2003,USA,5.0,125371133.0,1.0,2.0,37.6871761,-97.330053
3928,ecommerce,1,2005,DEU,5.0,125371133.0,2.0,2.0,50.937531,6.9602786
3930,software,1,1991,USA,5.0,125371133.0,2.0,6.0,37.235807799999996,-121.96237509999999
3931,enterprise,1,2006,USA,5.0,125371133.0,1.0,3.0,27.4989278,-82.5748194
3934,network_hosting,1,2003,IRL,5.0,125371133.0,1.0,2.0,40.439483200000005,-79.9639145
3936,enterprise,3,2008,USA,5.0,125371133.0,2.0,1.0,30.267153000000004,-97.7430608
3941,mobile,1,2010,CAN,5.0,125371133.0,2.0,3.0,49.282729100000005,-123.1207375
3944,ecommerce,1,2001,USA,5.0,125371133.0,1.0,2.0,39.103118200000004,-84.5120196
3945,games_video,1,2000,IND,5.0,125371133.0,2.0,4.0,19.0330488,73.0296625
3946,games_video,1,2011,USA,5.0,125371133.0,1.0,1.0,32.715738,-117.1610838
3954,other,1,1997,USA,5.0,125371133.0,1.0,1.0,44.953702899999996,-93.0899578
3960,web,2,2006,USA,5.0,125371133.0,2.0,2.0,38.6270025,-90.1994042
3967,public_relations,1,2011,USA,5.0,125371133.0,1.0,1.0,39.613321,-105.0166498
3973,advertising,1,2006,USA,4.0,46000000.0,4.0,23.0,37.7749295,-122.4194155
3984,software,1,2011,FRA,5.0,125371133.0,1.0,1.0,50.62925,3.057256
3994,consulting,1,1980,CAN,5.0,125371133.0,1.0,6.0,43.653226000000004,-79.3831843
3997,software,1,2006,USA,5.0,125371133.0,1.0,2.0,36.9771729,-121.89940159999998
4002,public_relations,2,2010,GBR,5.0,125371133.0,2.0,3.0,51.185732,-0.612808
4007,games_video,1,2002,USA,4.0,47500000.0,3.0,24.0,37.441883399999995,-122.14301950000001
4010,ecommerce,1,1998,USA,5.0,125371133.0,2.0,9.0,37.7749295,-122.4194155
4012,games_video,1,2011,FRA,5.0,125371133.0,1.0,1.0,48.856614,2.3522218999999995
4013,games_video,1,2004,IND,5.0,125371133.0,1.0,3.0,28.7040592,77.1024902
4018,games_video,1,2002,USA,5.0,125371133.0,3.0,11.0,33.6845673,-117.82650490000002
4020,software,1,2006,other,5.0,125371133.0,1.0,4.0,50.0755381,14.4378005
4029,games_video,1,2008,DEU,5.0,125371133.0,1.0,3.0,49.0362907,8.7010592
4033,web,1,2011,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
4034,public_relations,1,2008,GBR,5.0,125371133.0,1.0,1.0,52.2545225,-2.2668382
4043,web,1,2005,IND,5.0,125371133.0,1.0,5.0,22.572646,88.363895
4044,other,1,2011,USA,5.0,125371133.0,1.0,5.0,41.9164343,-83.3977101
4045,network_hosting,1,2008,GBR,5.0,125371133.0,1.0,1.0,54.504523,-1.354759
4054,consulting,2,2000,USA,4.0,33000000.0,5.0,35.0,42.360082500000004,-71.0588801
4057,games_video,1,2006,DEU,5.0,125371133.0,1.0,2.0,52.5200066,13.404954
4058,other,1,2010,GBR,5.0,125371133.0,1.0,4.0,51.5073509,-0.12775830000000002
4063,mobile,1,1998,USA,5.0,125371133.0,1.0,10.0,40.700379299999994,-73.5929056
4065,software,1,2005,other,5.0,125371133.0,1.0,1.0,26.392666499999997,49.9777136
4071,software,1,1994,USA,5.0,125371133.0,1.0,2.0,41.94870770000001,-71.0731162
4073,web,1,2011,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
4076,ecommerce,1,2008,other,5.0,125371133.0,1.0,2.0,25.204849300000003,55.2707828
4080,web,1,1999,USA,5.0,125371133.0,2.0,14.0,37.8043637,-122.27111370000002
4082,network_hosting,1,2006,NLD,5.0,125371133.0,1.0,4.0,52.3702157,4.895167900000001
4084,software,1,2008,USA,5.0,125371133.0,1.0,2.0,30.3321838,-81.655651
4085,consulting,1,2008,other,5.0,125371133.0,1.0,1.0,9.8638091,-83.9161935
4097,software,1,2011,USA,5.0,125371133.0,1.0,2.0,33.7489954,-84.3879824
4100,software,1,2002,USA,5.0,125371133.0,3.0,2.0,35.2270869,-80.8431267
4102,advertising,2,2005,USA,5.0,125371133.0,1.0,9.0,47.6062095,-122.33207079999998
4113,software,1,2009,USA,5.0,125371133.0,3.0,2.0,37.379662700000004,-122.13746370000001
4114,other,1,2007,USA,5.0,125371133.0,1.0,3.0,47.6062095,-122.33207079999998
4115,advertising,1,1998,USA,5.0,125371133.0,1.0,10.0,40.2884395,-75.2090623
4117,web,1,2002,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
4118,search,1,1997,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
4124,other,1,2004,USA,5.0,125371133.0,1.0,1.0,25.7616798,-80.1917902
4128,advertising,1,1995,USA,5.0,125371133.0,1.0,4.0,34.1066756,-117.8067257
4133,other,1,2003,USA,6.0,61132220.0,4.0,17.0,47.751074100000004,-120.7401385
4136,web,1,2011,CAN,5.0,125371133.0,1.0,2.0,49.3199816,-123.0724139
4141,web,1,2011,USA,5.0,125371133.0,1.0,4.0,25.7616798,-80.1917902
4150,consulting,1,2006,USA,5.0,125371133.0,1.0,1.0,43.100903,-75.232664
4152,network_hosting,1,2002,USA,5.0,125371133.0,1.0,4.0,33.7489954,-84.3879824
4156,public_relations,1,2009,USA,5.0,125371133.0,1.0,1.0,34.2257255,-77.9447102
4158,mobile,1,2007,USA,5.0,125371133.0,1.0,4.0,35.408337200000005,-78.7394297
4168,web,1,2006,USA,5.0,125371133.0,1.0,2.0,26.7153424,-80.0533746
4170,software,1,2006,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
4173,web,1,2008,USA,5.0,125371133.0,1.0,1.0,37.338208200000004,-121.88632859999998
4176,software,1,2005,IND,5.0,125371133.0,1.0,5.0,28.459496500000004,77.02663829999999
4177,software,1,1956,USA,5.0,125371133.0,1.0,37.0,44.977753,-93.2650108
4180,advertising,1,1998,FRA,5.0,125371133.0,1.0,1.0,48.856614,2.3522218999999995
4184,software,1,2009,USA,5.0,125371133.0,1.0,1.0,37.678074200000005,-97.23923590000001
4190,consulting,1,2008,USA,5.0,125371133.0,1.0,1.0,41.8781136,-87.62979820000001
4195,software,1,2003,USA,5.0,125371133.0,1.0,1.0,34.0522342,-118.24368490000002
4197,other,1,2007,USA,5.0,125371133.0,1.0,1.0,47.6101497,-122.2015159
4198,software,2,1997,CAN,5.0,125371133.0,1.0,1.0,44.7246629,-63.6908522
4207,other,1,2004,USA,5.0,125371133.0,1.0,16.0,34.0522342,-118.24368490000002
4213,hardware,1,2006,USA,5.0,125371133.0,1.0,4.0,41.18654779999999,-73.1951767
4227,software,1,1996,other,5.0,125371133.0,2.0,2.0,-12.0463731,-77.042754
4242,consulting,1,2001,USA,5.0,125371133.0,2.0,4.0,33.7489954,-84.3879824
4243,hardware,1,1992,USA,5.0,125371133.0,1.0,1.0,44.0520691,-123.08675359999998
4249,software,1,2004,other,5.0,125371133.0,1.0,26.0,-36.8484597,174.7633315
4257,web,1,2007,USA,5.0,125371133.0,1.0,1.0,33.618882899999996,-117.9298493
4258,games_video,1,2008,NLD,5.0,125371133.0,1.0,1.0,52.7095702,4.8076765
4259,web,1,2005,other,5.0,125371133.0,1.0,1.0,60.484304,15.433969
4266,software,1,2008,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
4272,advertising,1,2000,USA,5.0,125371133.0,1.0,21.0,35.007369700000005,-80.9450759
4277,software,1,1997,other,5.0,125371133.0,1.0,1.0,46.771210100000005,23.6236353
4282,hardware,2,1985,USA,5.0,125371133.0,2.0,32.0,33.6845673,-117.82650490000002
4285,games_video,2,1989,USA,5.0,125371133.0,2.0,2.0,41.8781136,-87.62979820000001
4296,games_video,1,1999,AUS,5.0,125371133.0,2.0,2.0,28.805267399999998,-97.00359820000001
4302,public_relations,1,2010,other,5.0,125371133.0,1.0,1.0,46.9577083,7.4873069
4307,software,2,1983,USA,5.0,125371133.0,1.0,6.0,40.01314179999999,-75.23040379999999
4308,software,1,2008,USA,5.0,125371133.0,1.0,1.0,37.3860517,-122.08385109999999
4309,network_hosting,1,2008,ESP,5.0,125371133.0,1.0,3.0,41.5381124,2.4447406000000003
4318,software,1,2004,ISR,4.0,40000000.0,2.0,10.0,32.271928,34.871978999999996
4320,advertising,1,2004,USA,5.0,61123499.0,5.0,34.0,37.4852152,-122.2363548
4326,web,2,2006,USA,5.0,125371133.0,1.0,2.0,34.0521011,-118.47324640000002
4331,software,1,2005,USA,5.0,125371133.0,1.0,3.0,44.7677424,-93.27772259999999
4337,consulting,1,2008,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728
4342,consulting,1,1998,other,5.0,125371133.0,1.0,1.0,-34.6036844,-58.381559100000004
4347,advertising,1,2000,other,5.0,125371133.0,1.0,5.0,48.208174299999996,16.3738189
4348,web,1,2003,ESP,5.0,125371133.0,1.0,1.0,40.4167754,-3.7037902000000003
4353,ecommerce,1,2006,BRA,5.0,125371133.0,1.0,3.0,-22.9068467,-43.1728965
4358,ecommerce,1,2009,other,5.0,125371133.0,1.0,3.0,59.4369608,24.7535747
4360,software,1,1995,BRA,5.0,125371133.0,1.0,3.0,-22.9098833,-47.062581200000004
4361,advertising,1,2007,USA,5.0,125371133.0,1.0,1.0,40.4482193,-79.9242625
4364,consulting,1,2004,other,5.0,125371133.0,1.0,3.0,-26.2041028,28.047305100000003
4365,public_relations,1,1999,USA,5.0,125371133.0,2.0,5.0,37.7749295,-122.4194155
4368,games_video,1,2007,ISR,5.0,125371133.0,1.0,4.0,32.068424,34.824785
4373,software,1,2001,DEU,5.0,125371133.0,1.0,2.0,53.5510846,9.9936819
4376,software,1,2007,ISR,5.0,125371133.0,4.0,14.0,32.0852999,34.7817676
4382,enterprise,1,2006,USA,7.0,63614000.0,2.0,19.0,37.3860517,-122.08385109999999
4385,other,1,1999,USA,4.0,51799963.0,3.0,25.0,40.7127753,-74.0059728
4394,mobile,2,2005,USA,4.0,32006000.0,3.0,21.0,37.3860517,-122.08385109999999
4397,other,1,2008,USA,5.0,125371133.0,1.0,3.0,41.8781136,-87.62979820000001
4406,advertising,1,2006,USA,5.0,125371133.0,1.0,2.0,40.201024100000005,-77.2002745
4408,network_hosting,1,2007,GBR,5.0,125371133.0,3.0,1.0,51.5073509,-0.12775830000000002
4412,games_video,1,2005,USA,9.0,136465336.0,6.0,26.0,37.4852152,-122.2363548
4416,ecommerce,1,1994,USA,4.0,45000000.0,2.0,13.0,40.7127753,-74.0059728
4420,mobile,1,2011,USA,5.0,125371133.0,1.0,3.0,33.494170399999994,-111.9260519
4421,network_hosting,1,1991,USA,5.0,125371133.0,1.0,5.0,37.4323341,-121.8995741
4426,other,1,1907,NLD,5.0,125371133.0,1.0,26.0,52.07049779999999,4.300699900000001
4427,mobile,1,1989,NLD,5.0,125371133.0,2.0,4.0,52.07049779999999,4.300699900000001
4428,web,3,2011,USA,5.0,125371133.0,2.0,3.0,41.6639383,-83.555212
4429,public_relations,1,2007,USA,5.0,125371133.0,1.0,5.0,40.7127753,-74.0059728
4430,other,1,2008,GBR,5.0,125371133.0,1.0,2.0,55.864237,-4.251806
4431,games_video,1,2006,USA,5.0,125371133.0,2.0,8.0,42.4334903,-71.4495058
4435,software,1,2010,other,5.0,125371133.0,1.0,2.0,10.0159394,-84.21417009999999
4449,other,1,2007,USA,5.0,69000000.0,2.0,10.0,47.6062095,-122.33207079999998
4450,software,1,2000,USA,5.0,125371133.0,1.0,10.0,40.3916172,-111.8507662
4454,consulting,1,2008,DEU,5.0,125371133.0,1.0,1.0,50.737429999999996,7.0982068
4457,web,1,2008,USA,5.0,125371133.0,3.0,10.0,39.739235799999996,-104.990251
4459,software,1,2008,CAN,5.0,125371133.0,1.0,3.0,42.9849233,-81.2452768
4460,web,1,2011,USA,5.0,125371133.0,2.0,2.0,41.6639383,-83.555212
4462,enterprise,1,2006,USA,5.0,125371133.0,1.0,2.0,39.739235799999996,-104.990251
4464,software,1,2007,USA,5.0,125371133.0,1.0,2.0,38.9822282,-94.6707917
4471,ecommerce,1,2006,other,5.0,125371133.0,2.0,19.0,60.16985570000001,24.938379100000002
4479,search,1,2003,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
4485,enterprise,1,2006,USA,4.0,109046753.0,1.0,3.0,59.9342802,30.335098600000002
4491,advertising,1,2001,USA,5.0,83511402.0,3.0,11.0,37.7799273,-121.9780153
4494,enterprise,1,2007,USA,5.0,125371133.0,1.0,5.0,40.7127753,-74.0059728
4497,consulting,1,1967,USA,5.0,125371133.0,2.0,26.0,40.825656099999996,-73.6981858
4509,software,1,1998,USA,6.0,45585068.0,2.0,20.0,37.7749295,-122.4194155
4510,software,1,2000,USA,5.0,125371133.0,1.0,1.0,30.267153000000004,-97.7430608
4519,consulting,1,2006,FRA,5.0,125371133.0,1.0,1.0,48.856614,2.3522218999999995
4521,mobile,1,1999,IRL,5.0,125371133.0,1.0,5.0,53.34980529999999,-6.2603097000000005
4527,advertising,1,2006,USA,5.0,38300000.0,4.0,15.0,37.562991700000005,-122.32552539999999
4529,software,1,2002,other,5.0,125371133.0,3.0,17.0,42.69770820000001,23.3218675
4532,mobile,1,2006,USA,5.0,125371133.0,1.0,5.0,33.8302961,-116.54529209999998
4542,other,1,1982,USA,5.0,125371133.0,1.0,1.0,42.6583661,-83.14993220000001
4543,other,1,2008,other,5.0,125371133.0,1.0,2.0,47.166167200000004,8.5154946
4545,web,1,2008,other,5.0,125371133.0,1.0,1.0,24.861462200000002,67.00993879999999
4547,advertising,2,1999,USA,5.0,47500000.0,2.0,3.0,37.441883399999995,-122.14301950000001
4549,ecommerce,1,2011,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
4550,web,1,2007,USA,5.0,125371133.0,1.0,1.0,33.7489954,-84.3879824
4553,software,1,2006,DEU,5.0,125371133.0,1.0,1.0,48.1351253,11.581980499999998
4557,enterprise,1,2011,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
4559,web,1,2008,USA,5.0,125371133.0,1.0,2.0,42.194575799999996,-122.7094767
4565,software,1,2006,IND,5.0,125371133.0,1.0,4.0,19.0759837,72.87765590000001
4575,mobile,2,2003,USA,4.0,5700000000.0,2.0,19.0,47.6768927,-122.20598329999999
4577,advertising,1,2008,AUS,5.0,125371133.0,1.0,1.0,-31.2532183,146.921099
4578,network_hosting,1,2008,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
4579,consulting,1,1998,USA,5.0,125371133.0,1.0,1.0,34.0522342,-118.24368490000002
4584,advertising,1,1991,USA,5.0,125371133.0,2.0,8.0,32.814017699999994,-96.9488945
4585,software,1,2011,other,5.0,125371133.0,1.0,2.0,37.680651,-97.390305
4586,advertising,1,2007,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
4589,mobile,1,2003,USA,5.0,125371133.0,1.0,3.0,42.8911782,-75.6412775
4591,software,1,1988,USA,5.0,125371133.0,1.0,7.0,37.4852152,-122.2363548
4595,web,1,2011,DEU,5.0,125371133.0,1.0,3.0,52.5200066,13.404954
4596,enterprise,1,2008,ESP,5.0,125371133.0,1.0,2.0,41.3850639,2.1734035
4598,web,1,1998,USA,5.0,125371133.0,2.0,8.0,37.4852152,-122.2363548
4606,web,3,2001,USA,5.0,125371133.0,2.0,3.0,33.7489954,-84.3879824
4609,consulting,1,2007,IND,5.0,125371133.0,1.0,1.0,23.2599333,77.412615
4610,enterprise,1,2007,USA,4.0,36200000.0,4.0,3.0,42.337041299999996,-71.2092214
4612,web,1,2006,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
4615,games_video,1,2007,USA,5.0,125371133.0,1.0,2.0,38.984652000000004,-77.09470920000001
4616,software,1,2007,USA,5.0,125371133.0,2.0,4.0,37.548269700000006,-121.98857190000001
4624,web,1,2006,GBR,5.0,125371133.0,1.0,2.0,47.751074100000004,-120.7401385
4633,other,1,2005,USA,5.0,39800000.0,1.0,12.0,47.6101497,-122.2015159
4637,software,1,2000,USA,5.0,35154999.0,2.0,13.0,37.558546500000006,-122.2710788
4640,consulting,1,2002,USA,5.0,125371133.0,1.0,1.0,26.5628537,-81.94953309999998
4642,software,1,2006,USA,5.0,125371133.0,3.0,5.0,33.7489954,-84.3879824
4643,consulting,1,2011,USA,5.0,125371133.0,1.0,2.0,38.9787544,-94.5673493
4648,consulting,1,2003,FRA,5.0,125371133.0,1.0,11.0,48.856614,2.3522218999999995
4656,consulting,1,1994,other,5.0,125371133.0,1.0,1.0,19.4326077,-99.133208
4662,public_relations,1,2007,ISR,5.0,125371133.0,1.0,2.0,32.0852999,34.7817676
4667,mobile,2,1988,USA,5.0,125371133.0,1.0,2.0,41.079273,-85.13935129999999
4676,software,1,2007,USA,5.0,125371133.0,1.0,2.0,34.0522342,-118.24368490000002
4683,enterprise,1,2006,USA,5.0,125371133.0,1.0,3.0,34.01945429999999,-118.4911912
4701,mobile,1,2006,FRA,5.0,125371133.0,1.0,3.0,44.880163,-0.523108
4703,software,1,2006,IND,5.0,125371133.0,1.0,1.0,13.0826802,80.2707184
4705,advertising,1,1997,USA,5.0,125371133.0,1.0,1.0,33.158093300000004,-117.3505939
4707,games_video,1,2007,USA,5.0,125371133.0,1.0,2.0,33.2859472,-96.5727669
4708,software,1,2008,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
4713,enterprise,1,2006,other,5.0,125371133.0,1.0,2.0,37.192957799999995,-95.7175467
4717,web,1,2002,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
4718,advertising,1,2008,other,5.0,125371133.0,1.0,2.0,-26.0254685,28.003970000000002
4720,other,2,2008,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
4724,web,1,2005,USA,5.0,125371133.0,1.0,1.0,40.5868114,-74.69858909999999
4725,web,1,2005,GBR,5.0,125371133.0,2.0,10.0,51.5073509,-0.12775830000000002
4729,mobile,1,2008,USA,5.0,125371133.0,2.0,6.0,34.0522342,-118.24368490000002
4746,advertising,1,2006,other,5.0,125371133.0,1.0,2.0,40.434614,-79.73121579999999
4747,web,1,2001,USA,5.0,125371133.0,1.0,33.0,39.0839973,-77.1527578
4752,web,1,2006,USA,5.0,125371133.0,1.0,6.0,40.6895314,-74.17446240000001
4753,search,1,2000,USA,5.0,125371133.0,1.0,7.0,40.554887,-74.4642861
4762,ecommerce,1,2008,USA,5.0,125371133.0,1.0,2.0,42.5803122,-83.0302033
4765,other,1,2007,USA,5.0,131000000.0,3.0,29.0,37.7749295,-122.4194155
4770,consulting,1,1975,USA,5.0,125371133.0,1.0,2.0,34.0522342,-118.24368490000002
4771,games_video,1,1993,USA,5.0,125371133.0,1.0,1.0,34.01945429999999,-118.4911912
4773,web,2,1996,USA,5.0,125371133.0,1.0,6.0,32.715738,-117.1610838
4776,games_video,1,2007,USA,5.0,125371133.0,1.0,3.0,41.8781136,-87.62979820000001
4783,web,1,2004,USA,5.0,125371133.0,1.0,3.0,30.267153000000004,-97.7430608
4784,other,1,2009,other,5.0,125371133.0,1.0,6.0,59.3293235,18.068580800000003
4791,other,1,2004,USA,5.0,125371133.0,1.0,2.0,41.389776399999995,-81.4412259
4796,web,1,2006,GBR,5.0,125371133.0,1.0,1.0,53.514681,-2.038679
4798,web,1,2000,FRA,5.0,125371133.0,1.0,2.0,48.936181,2.357443
4799,software,1,2011,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
4800,web,1,2005,FRA,5.0,125371133.0,1.0,5.0,48.986011,2.229632
4802,software,1,1983,FRA,5.0,125371133.0,1.0,2.0,45.764043,4.835659
4803,public_relations,1,2006,USA,5.0,125371133.0,1.0,1.0,34.01945429999999,-118.4911912
4808,mobile,1,2007,ESP,5.0,125371133.0,1.0,4.0,40.4167754,-3.7037902000000003
4810,enterprise,2,1995,USA,5.0,125371133.0,2.0,26.0,37.338208200000004,-121.88632859999998
4814,other,2,1959,USA,5.0,125371133.0,1.0,70.0,37.354107899999995,-121.9552356
4817,software,4,1975,USA,5.0,125371133.0,1.0,26.0,37.4323341,-121.8995741
4818,advertising,1,2009,ISR,5.0,125371133.0,2.0,5.0,32.0852999,34.7817676
4819,biotech,2,1995,USA,5.0,125371133.0,1.0,2.0,37.368829999999996,-122.03634960000001
4822,other,1,2008,other,5.0,125371133.0,1.0,1.0,39.082519700000006,-94.5823061
4826,software,1,2005,BRA,5.0,125371133.0,1.0,2.0,-25.424428699999996,-49.265381899999994
4827,software,2,2001,USA,5.0,125371133.0,1.0,2.0,37.338208200000004,-121.88632859999998
4829,ecommerce,1,2009,other,5.0,125371133.0,1.0,3.0,60.205491099999996,24.6559
4831,software,1,2003,USA,5.0,125371133.0,1.0,2.0,25.8575963,-80.2781057
4846,software,1,2011,IRL,5.0,125371133.0,1.0,1.0,53.27066800000001,-9.0567905
4854,mobile,1,2010,USA,5.0,125371133.0,1.0,3.0,37.354107899999995,-121.9552356
4862,software,1,2007,USA,5.0,125371133.0,1.0,2.0,37.7749295,-122.4194155
4864,web,2,2007,USA,5.0,125371133.0,2.0,1.0,29.425967100000005,-98.4861419
4866,web,1,2008,USA,5.0,125371133.0,1.0,2.0,36.9880057,-121.9566267
4867,other,1,2004,USA,5.0,125371133.0,1.0,2.0,39.1222138,-104.917204
4868,other,1,2003,USA,5.0,44709996.0,3.0,9.0,30.267153000000004,-97.7430608
4869,software,1,2005,other,5.0,125371133.0,1.0,3.0,36.0458512,-95.85226690000002
4884,ecommerce,1,2011,other,5.0,125371133.0,2.0,1.0,45.464203499999996,9.189982
4892,software,1,2008,IND,5.0,125371133.0,1.0,3.0,12.9715987,77.5945627
4894,other,1,1933,NLD,5.0,125371133.0,2.0,3.0,49.00363,2.516978
4895,biotech,1,2008,DEU,5.0,125371133.0,2.0,20.0,51.045924799999995,7.0192196
4897,biotech,1,1992,GBR,5.0,125371133.0,2.0,25.0,51.5073509,-0.12775830000000002
4902,web,1,2006,FRA,5.0,125371133.0,1.0,2.0,48.117266,-1.6777925999999999
4909,network_hosting,1,2008,CAN,5.0,125371133.0,1.0,9.0,43.653226000000004,-79.3831843
4910,consulting,1,2007,other,5.0,125371133.0,1.0,2.0,46.271598299999994,6.1259809999999995
4916,enterprise,1,2001,USA,4.0,30300000.0,1.0,9.0,42.376485200000005,-71.2356113
4925,consulting,1,1990,IND,5.0,125371133.0,1.0,2.0,19.0759837,72.87765590000001
4933,consulting,2,2003,other,5.0,125371133.0,1.0,10.0,48.208174299999996,16.3738189
4934,advertising,1,2004,USA,5.0,125371133.0,2.0,6.0,37.3860517,-122.08385109999999
4945,web,1,2000,IND,5.0,125371133.0,1.0,1.0,13.0826802,80.2707184
4947,software,1,1999,USA,6.0,46799996.0,1.0,9.0,32.715738,-117.1610838
4949,web,1,2007,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
4960,web,1,2008,CAN,5.0,125371133.0,1.0,1.0,49.282729100000005,-123.1207375
4962,web,1,2008,AUS,5.0,125371133.0,1.0,3.0,-33.87801760000001,151.22044409999998
4969,advertising,1,2008,USA,5.0,125371133.0,2.0,1.0,33.6845673,-117.82650490000002
4970,software,1,2009,IND,5.0,125371133.0,1.0,1.0,19.0759837,72.87765590000001
